address,unit_number,price,city,state,zipcode,beds,baths,garage,property_size,lot_size,property_type,broker,date_scraped
1499 Blake St,5L,559000,Denver,CO,80202,2,2,1,1323,,Condo/Townhome/Row/H,METROWEST RE SOLUTIONS,2017-03-16
15 S Dexter St,,3750000,Denver,CO,80246,6,8,3,9101,13068,Single Family Home,RE/MAX Professionals,2017-03-16
1501 Wazee St,3D,799000,Denver,CO,80202,2,2,1,1562,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
1510 S University Blvd,,1000000,Denver,CO,80210,5,4,3,5396,6870,Single Family Home,TRELORA,2017-03-16
1512 Larimer St,34,1270000,Denver,CO,80202,3,3,2,2670,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
1512 S Milwaukee St,,1430000,Denver,CO,80210,6,5,2,5272,6250,Single Family Home,RE/MAX Alliance,2017-03-16
1515 E 8th Ave,6,349900,Denver,CO,80218,2,1,1,986,,Condo/Townhome/Row/H,Your Castle Real Estate,2017-03-16
1516 Wazee St,A-B,2485000,Denver,CO,80202,2,4,2,7935,2856,Condo/Townhome/Row/H,BANYAN REAL ESTATE  LLC,2017-03-16
152 Jackson St,,940000,Denver,CO,80206,3,4,2,3801,3164,Condo/Townhome/Row/H,PorchLight Real Estate Group,2017-03-16
1528 N Emerson St,9,150000,Denver,CO,80218,1,1,,459,,Condo/Townhome/Row/H,Keller Williams Integrity Real Estate,2017-03-16
1535 S Franklin St,,595000,Denver,CO,80210,4,2,2,2286,6240,Single Family Home,All Pro Realty Inc,2017-03-16
1536 S Corona St,,599000,Denver,CO,80210,3,2,4,3002,5980,Single Family Home,Redfin,2017-03-16
1536 S Corona St,,599000,Denver,CO,80210,3,2,2,3002,5980,Single Family Home,Redfin,2017-03-16
1537 N Utica St,,549000,Denver,CO,80204,3,4,1,1740,,Condo/Townhome/Row/H,Modus Real Estate,2017-03-16
1545 S Broadway,,775000,Denver,CO,80210,,,6,4100,6248,Multi-Family,Keller Williams Preferred Realty,2017-03-16
1545-55 Zenobia St,,1350000,Denver,CO,80204,3,3,2,2869,12197,Multi-Family,Paisano Realty  Inc.,2017-03-16
1545-55 Zenobia St,,1350000,Denver,CO,80204,6,2,2,2869,12197,Single Family Home,Paisano Realty  Inc.,2017-03-16
1545-55 Zenobia St,,1350000,Denver,CO,80204,,,,,12197,Land,Paisano Realty  Inc.,2017-03-16
155 S Harrison St,,729900,Denver,CO,80209,3,4,2,1972,,Condo/Townhome/Row/H,PorchLight Real Estate Group,2017-03-16
1551 Larimer St,1501,1250000,Denver,CO,80202,3,3,2,2441,50094,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
1551 Larimer St,2203,539000,Denver,CO,80202,1,2,1,1315,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
1551 Larimer St,406,515000,Denver,CO,80202,2,2,2,1371,,Condo/Townhome/Row/H,SOLD Realty Services Franchise,2017-03-16
1555 California St,406,425000,Denver,CO,80202,2,2,1,1740,,Condo/Townhome/Row/H,Mb Simmons & Associates,2017-03-16
1555 Central St,307,489900,Denver,CO,80211,2,2,2,1244,31363,Condo/Townhome/Row/H,REAL ESTATE REVOLUTION,2017-03-16
1555 Julian St,,764000,Denver,CO,80204,4,4,2,2977,3668,Condo/Townhome/Row/H,The Brian Petrelli Team / Metro Brokers,2017-03-16
1557 Julian St,,755000,Denver,CO,80204,4,4,2,2977,3668,Condo/Townhome/Row/H,The Brian Petrelli Team / Metro Brokers,2017-03-16
1559 S Josephine St,,1499000,Denver,CO,80210,5,4,3,4692,6250,Single Family Home,Milehiproperty,2017-03-16
1560 Blake St,704,1020000,Denver,CO,80202,2,2,2,1703,,Condo/Townhome/Row/H,KELLER WILLIAMS REALTY DOWNTWN,2017-03-16
1560 Blake St,708,2500000,Denver,CO,80202,3,3,2,3964,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
1560 Blake St,710,1450000,Denver,CO,80202,2,3,2,2409,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
1561 S Columbine St,,1299900,Denver,CO,80210,5,5,3,4729,6250,Single Family Home,MADISON AND COMPANY PROPERTIES,2017-03-16
1564 Quitman St,,489000,Denver,CO,80204,2,3,2,1433,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
1569 N Perry St,,792100,Denver,CO,80212,3,4,2,2200,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
1571 N Ogden St,,625000,Denver,CO,80218,2,3,2,2165,2250,Condo/Townhome/Row/H,Urban Habitat,2017-03-16
1571 W 43rd St,,489900,Denver,CO,80211,2,4,1,1564,,Condo/Townhome/Row/H,MADISON AND COMPANY PROPERTIES,2017-03-16
1571 Wolff St,,569000,Denver,CO,80204,3,4,2,1747,,Single Family Home,Burke & Assoc Inc.,2017-03-16
1575 S Jackson St,,1100000,Denver,CO,80210,4,5,4,4164,6300,Single Family Home,New Age Real Estate Company,2017-03-16
1575 S Milwaukee St,,1095000,Denver,CO,80210,4,5,2,3907,6250,Single Family Home,EQUITY COLORADO,2017-03-16
1581 Wabash St,,150000,Denver,CO,80220,2,1,1,674,2327,Single Family Home,Your Castle Realty,2017-03-16
1590 Little Raven St,Ph,3398000,Denver,CO,80202,3,4,2,4210,,Condo/Townhome/Row/H,KELLER WILLIAMS REALTY DTC,2017-03-16
1590 Little Raven St,Ph,4100000,Denver,CO,80202,3,4,2,4660,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
1590 S Dahlia St,,620000,Denver,CO,80222,4,3,2,2418,12632,Single Family Home,Kentwood Company,2017-03-16
1591 Hooker St,,322500,Denver,CO,80204,2,1,1,981,,Single Family Home,KELLER WILLIAMS REALTY DTC,2017-03-16
1593 Hooker St,,322500,Denver,CO,80204,2,1,1,937,,Single Family Home,KELLER WILLIAMS REALTY DTC,2017-03-16
1595 Wolff St,,769900,Denver,CO,80204,3,3,2,2415,,Condo/Townhome/Row/H,Burke & Assoc Inc.,2017-03-16
1597 Hooker St,,645000,Denver,CO,80204,3,2,2,2388,5146,Single Family Home,KELLER WILLIAMS REALTY DTC,2017-03-16
1597 Hooker St,,1290000,Denver,CO,80204,,,,,11326,Land,KELLER WILLIAMS REALTY DTC,2017-03-16
160 Grove St,,364900,Denver,CO,80219,5,3,6,2363,9380,Single Family Home,The Brian Petrelli Team / Metro Brokers,2017-03-16
1610 Little Raven St,Ph,850000,Denver,CO,80202,2,2,2,1344,,Condo/Townhome/Row/H,SLIFER  SMITH & FRAMPTON DENVER  INC.,2017-03-16
1610 Little Raven St,Ph,3995000,Denver,CO,80202,4,5,2,4753,,Condo/Townhome/Row/H,SLIFER  SMITH & FRAMPTON DENVER  INC.,2017-03-16
1611 S Josephine St,,649900,Denver,CO,80210,3,2,3,1840,6250,Single Family Home,Inleit Properties,2017-03-16
1616 14th St,,1199000,Denver,CO,80202,3,2,2,2980,,Condo/Townhome/Row/H,Frontgate Realty Group Inc,2017-03-16
1625 Larimer St,1208,360000,Denver,CO,80202,1,2,1,816,,Condo/Townhome/Row/H,Your Castle Real Estate,2017-03-16
1625 Larimer St,3005,497500,Denver,CO,80202,2,2,,1283,,Condo/Townhome/Row/H,COLORADO PREMIER RESORT PROPERTIES,2017-03-16
1625 Larimer St,1105,409000,Denver,CO,80202,2,2,1,1283,1283,Condo/Townhome/Row/H,KELLER WILLIAMS REALTY SUCCESS,2017-03-16
1625 Larimer St,1003,440000,Denver,CO,80202,2,2,1,1283,,Condo/Townhome/Row/H,Redfin,2017-03-16
1625 Larimer St,1003,440000,Denver,CO,80202,2,2,,1283,,Condo/Townhome/Row/H,Redfin,2017-03-16
1625 Larimer St,2106,339500,Denver,CO,80202,1,1,1,731,,Condo/Townhome/Row/H,Integrity Realty Inc,2017-03-16
1625 Larimer St,605,425000,Denver,CO,80202,2,2,1,1283,,Condo/Townhome/Row/H,Brokers Guild Classic,2017-03-16
1627 N Williams St,,520000,Denver,CO,80218,3,3,2,1974,2540,Single Family Home,Coldwell Banker Residential Brokerage - Denver Cen,2017-03-16
1628 Glencoe St,,699500,Denver,CO,80220,5,2,2,2571,6500,Single Family Home,TRELORA,2017-03-16
1628 Little Raven St,,1395000,Denver,CO,80202,3,4,2,2390,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
1632 Lowell Blvd,5,525000,Denver,CO,80204,2,3,2,1512,,Condo/Townhome/Row/H,Real Estate Denver Team,2017-03-16
1632 Lowell Blvd,1,529900,Denver,CO,80204,2,3,1,1547,,Condo/Townhome/Row/H,Real Estate Denver Team,2017-03-16
1637 S Chester Ct,,307000,Denver,CO,80247,3,3,2,1697,,Condo/Townhome/Row/H,Hk Real Estate,2017-03-16
1638 Lowell Blvd,2,549900,Denver,CO,80204,3,4,2,1674,,Condo/Townhome/Row/H,Real Estate Denver Team,2017-03-16
1638 Lowell Blvd,5,560000,Denver,CO,80204,3,4,2,1674,,Condo/Townhome/Row/H,Real Estate Denver Team,2017-03-16
1640 Harrison St,,545000,Denver,CO,80206,3,2,1,1957,4690,Single Family Home,LIV Sotheby's International Realty,2017-03-16
1642 Ivanhoe St,,619000,Denver,CO,80220,3,3,2,2438,7750,Single Family Home,MADISON AND COMPANY PROPERTIES,2017-03-16
1645 King St,,546000,Denver,CO,80204,3,4,2,1298,,Condo/Townhome/Row/H,LIV Sothebys International Realty,2017-03-16
1647 King St,,506000,Denver,CO,80204,3,4,2,1194,,Condo/Townhome/Row/H,LIV Sothebys International Realty,2017-03-16
1650 S Beeler St,,398000,Denver,CO,80247,3,2,1,2016,12632,Single Family Home,Covenant Brokers Services,2017-03-16
1651 Yates St,,899900,Denver,CO,80204,,,,9023,,Land,Modlux Realty,2017-03-16
1651 Yates St,,899900,Denver,CO,80204,,,3,5645,9023,Multi-Family,Modlux Realty,2017-03-16
1653 W 66th Ave,,409315,Denver,CO,80221,3,3,2,2043,2992,Single Family Home,Brookfield Homes Colorado,2017-03-16
1660 S Beeler St,,160000,Denver,CO,80247,,,,,12632,Land,Covenant Brokers Services,2017-03-16
1661 N Washington St,D,389900,Denver,CO,80203,2,3,1,1182,,Condo/Townhome/Row/H,Wisdom Real Estate  Inc.,2017-03-16
1661 S Steele St,,580000,Denver,CO,80210,4,3,3,1970,6250,Single Family Home,CHERRY CREEK PROPERTIES INC,2017-03-16
1662 Fillmore St,,839000,Denver,CO,80206,2,2.5,,2003,,Condo/Townhome/Row/H,RE/MAX of Boulder,2017-03-16
1665 W 66th Ave,,409625,Denver,CO,80221,3,3,2,1970,2275,Single Family Home,Brookfield Homes Colorado,2017-03-16
1668 W 66th Ave,,419892,Denver,CO,80221,3,3,2,2043,2437,Single Family Home,Brookfield Homes Colorado,2017-03-16
1670 S Beeler St,,299000,Denver,CO,80247,,,,,18295,Land,Covenant Brokers Services,2017-03-16
1670 Syracuse St,,315000,Denver,CO,80220,3,1,1,924,6000,Single Family Home,BRADFORD REAL ESTATE,2017-03-16
1686 S Grant St,,949000,Denver,CO,80210,3,4,2,2231,3120,Condo/Townhome/Row/H,Vintage Homes Of Denver Inc,2017-03-16
1688 S Grant St,,899000,Denver,CO,80210,3,3,2,2190,3125,Condo/Townhome/Row/H,Vintage Homes Of Denver Inc,2017-03-16
1690 W Arkansas Ave,,324999,Denver,CO,80223,4,2,2,2328,6000,Single Family Home,RE/MAX Alliance,2017-03-16
1694 S Madison St,,1175000,Denver,CO,80210,6,4,2,4466,6250,Single Family Home,MADISON AND COMPANY PROPERTIES,2017-03-16
170 Forest St,,2395000,Denver,CO,80220,7,8,3,8191,8460,Single Family Home,LIV Sotheby's International Realty,2017-03-16
170 S Ivy St,,1920780,Denver,CO,80224,4,5,2,7300,8280,Single Family Home,Kentwood Real Estate at Cherry Creek,2017-03-16
170 S Ivy St,,795000,Denver,CO,80224,,,,8280,,Land,Kentwood Real Estate at Cherry Creek,2017-03-16
1700 Bassett St,1421,389900,Denver,CO,80202,1,1,1,702,,Condo/Townhome/Row/H,Cherry Creek Properties LLC,2017-03-16
1700 Bassett St,912,625000,Denver,CO,80202,2,2,1,1221,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
1700 Bassett St,817,699000,Denver,CO,80202,2,2,1,1542,,Condo/Townhome/Row/H,Your Castle Real Estate,2017-03-16
1700 Bassett St,314,440000,Denver,CO,80202,1,1,1,1043,,Condo/Townhome/Row/H,SLIFER  SMITH & FRAMPTON DENVER  INC.,2017-03-16
1700 Bassett St,106,699000,Denver,CO,80202,2,2,1,1345,,Condo/Townhome/Row/H,Kentwood Real Estate at Cherry Creek,2017-03-16
1700 Bassett St,104,900000,Denver,CO,80202,3,3,2,2387,,Condo/Townhome/Row/H,SLIFER  SMITH & FRAMPTON DENVER  INC.,2017-03-16
1700 N Emerson St,304,499900,Denver,CO,80218,3,3,2,1714,,Condo/Townhome/Row/H,Cherry Creek Properties LLC,2017-03-16
1700 S Pennsylvania St,,775000,Denver,CO,80210,3,4,2,2850,3125,Condo/Townhome/Row/H,Gather Realty,2017-03-16
1709 Xenia St,,425000,Denver,CO,80220,5,3,4,2526,6250,Single Family Home,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
171 S Harrison St,,739900,Denver,CO,80209,3,4,2,1972,,Condo/Townhome/Row/H,PorchLight Real Estate Group,2017-03-16
1711 Hooker St,4,449000,Denver,CO,80204,2,3,1,1227,,Condo/Townhome/Row/H,Your Castle Real Estate,2017-03-16
1720 Wazee St,,535000,Denver,CO,80202,,,1,1040,12197,Multi-Family,Urban Realty Llc,2017-03-16
1720 Wazee St,4E,1175000,Denver,CO,80202,2,2,2,2117,,Condo/Townhome/Row/H,RE/MAX Alliance,2017-03-16
1720 Wazee St,3B,1099000,Denver,CO,80202,2,2,2,2041,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
1720 Wynkoop St,216,1250000,Denver,CO,80202,2,2,1,2060,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
1721 S Uinta Way,,1150000,Denver,CO,80231,3,5,3,3700,10454,Single Family Home,JACK KENNEDY AND ASSOCIATES,2017-03-16
1728 Grove St,,775000,Denver,CO,80204,,,,,10890,Land,Keller Williams Advantage Realty,2017-03-16
1735 19th St,4C,4000000,Denver,CO,80202,2,3,2,5358,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
1744 S Gilpin St,,475000,Denver,CO,80210,3,2,1,1132,4750,Single Family Home,Your Castle Real Estate,2017-03-16
1745 Wazee St,4B,599000,Denver,CO,80202,2,2,1,1391,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Devonshire,2017-03-16
1747 N Pearl St,307,419000,Denver,CO,80203,2,2,1,1197,,Condo/Townhome/Row/H,Dream Investment Inc.,2017-03-16
1752 Blake St,,1650000,Denver,CO,80202,1,2,2,3102,,Condo/Townhome/Row/H,Kentwood Real Estate at Cherry Creek,2017-03-16
1754 Blake St,,1650000,Denver,CO,80202,1,1,2,3102,2503,Multi-Family,Kentwood Real Estate at Cherry Creek,2017-03-16
1756 W 67th Ave,,549900,Denver,CO,80221,3,3,2,2966,3835,Single Family Home,Brookfield Homes Colorado,2017-03-16
1766 W 66th Ave,,414720,Denver,CO,80221,3,3,2,1970,2437,Single Family Home,Brookfield Homes Colorado,2017-03-16
1768 Blake St,,1300000,Denver,CO,80202,1,2,1,2601,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
1775 Leyden St,,1100000,Denver,CO,80220,5,4,5,3412,6100,Single Family Home,Colin & Company,2017-03-16
178 Julian St,,270000,Denver,CO,80219,2,2,2,1144,,Single Family Home,RE/MAX Professionals,2017-03-16
178 Julian St,,270000,Denver,CO,80219,2,2,2,1144,6240,Multi-Family,RE/MAX Professionals,2017-03-16
1782 S Lafayette St,,550000,Denver,CO,80210,3,2,2,1904,6240,Single Family Home,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
17901 E 47th Dr,,474999,Denver,CO,80249,4,3,2,4271,6020,Single Family Home,ASSIST 2 SELL BUYERS & SELLERS,2017-03-16
1792 Wynkoop St,301,430000,Denver,CO,80202,1,1,1,1050,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
1794 Xenia St,,289900,Denver,CO,80220,2,1,1,1034,6550,Single Family Home,RE/MAX UNLIMITED  INC.,2017-03-16
1795 S Marion St,,749900,Denver,CO,80210,4,4,2,2392,4490,Single Family Home,MADISON AND COMPANY PROPERTIES,2017-03-16
1797 S Ivy St,,629900,Denver,CO,80224,3,2,2,1420,6940,Single Family Home,Brokers Guild Classic,2017-03-16
18 Polo Field Ln,,1795000,Denver,CO,80209,5,5,2,5455,14810,Single Family Home,Kentwood Company,2017-03-16
180 Cook St,111,549000,Denver,CO,80206,2,2,2,1278,,Condo/Townhome/Row/H,Kentwood Real Estate at Cherry Creek,2017-03-16
180 Cook St,106,399000,Denver,CO,80206,1,1,1,727,,Condo/Townhome/Row/H,Berkshire Hathaway HomeServices,2017-03-16
180 Cook St,310,539000,Denver,CO,80206,2,2,2,1196,,Condo/Townhome/Row/H,Ridgemoor Realty,2017-03-16
1800 Lawrence St,504,729000,Denver,CO,80202,2,3,2,1719,,Condo/Townhome/Row/H,Cherry Creek Properties LLC,2017-03-16
1801 Wynkoop St,206,899000,Denver,CO,80202,3,2,2,2186,,Condo/Townhome/Row/H,Whs Real Estate Llc,2017-03-16
1805 S Shoshone St,,285000,Denver,CO,80223,2,1,6,715,7200,Single Family Home,Keller Williams Integrity Real Estate,2017-03-16
1808 Little Raven St,,2399000,Denver,CO,80202,3,4,3,3999,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
1809 W 47th Ave,,407000,Denver,CO,80211,2,1,3,1008,5870,Single Family Home,HOME REAL ESTATE,2017-03-16
1812 Little Raven St,,2450000,Denver,CO,80202,4,4,3,4020,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
1813 S Uinta Way,,275000,Denver,CO,80231,2,1,2,900,10454,Single Family Home,RE/MAX Professionals,2017-03-16
1813 S Uinta Way,,275000,Denver,CO,80231,,,,,10454,Land,RE/MAX Professionals,2017-03-16
1815 W Beekman Pl,,314900,Denver,CO,80221,3,1,3,1066,5350,Single Family Home,United Imperial Royalty Services  Inc,2017-03-16
1817 W 40th Ave,,825000,Denver,CO,80211,3,4,2,2762,8437,Condo/Townhome/Row/H,Colorado Realty Group,2017-03-16
1818 S Elm St,,449950,Denver,CO,80222,4,2,1,2100,6500,Single Family Home,RE/MAX Alliance,2017-03-16
1820 S Mabry Way,,268000,Denver,CO,80219,2,1,2,777,6000,Single Family Home,RE/MAX Alliance,2017-03-16
1821 Irving St,102,459900,Denver,CO,80204,1,2,1,1587,1250,Condo/Townhome/Row/H,RE/MAX Alliance,2017-03-16
1823 Irving St,101,489900,Denver,CO,80204,2,3,2,1378,976,Condo/Townhome/Row/H,RE/MAX Alliance,2017-03-16
1824 Julian St,2,645000,Denver,CO,80204,4,4,2,2146,,Condo/Townhome/Row/H,Real Estate Denver Team,2017-03-16
1825 Niagara St,,769900,Denver,CO,80220,4,3,2,3438,6100,Single Family Home,LIV Sotheby's International Realty,2017-03-16
1828 Julian St,104,645000,Denver,CO,80204,4,4,2,2146,,Condo/Townhome/Row/H,Real Estate Denver Team,2017-03-16
1828 Julian St # 102,,644900,Denver,CO,80204,4,,2,2146,900,Multi-Family,Real Estate Denver Team,2017-03-16
1833 S Lowell Blvd,,290000,Denver,CO,80219,4,1,1,1505,6810,Single Family Home,"""""BROKERS GUILD CHERRY CREEK LTD""""",2017-03-16
1834 W 34th Ave,,875000,Denver,CO,80211,3,3,2,3723,4763,Condo/Townhome/Row/H,Kentwood Company,2017-03-16
1836 Grove St,,499000,Denver,CO,80204,2,3,2,1500,,Condo/Townhome/Row/H,ONE REALTY  LLC,2017-03-16
1836 S Chester Cir,,650000,Denver,CO,80247,3,3,3,3342,11761,Single Family Home,Veracity Realty Llc,2017-03-16
1840 Irving St,,589000,Denver,CO,80204,2,3,2,2021,,Condo/Townhome/Row/H,Vintage Homes Of Denver Inc,2017-03-16
1842 Irving St,5,609900,Denver,CO,80204,2,3,2,2021,,Condo/Townhome/Row/H,Vintage Homes Of Denver Inc,2017-03-16
1852 S Forest St,,400000,Denver,CO,80222,6,2,2,2156,6720,Single Family Home,SIGNATURE REALTY,2017-03-16
1863 Wazee St,4D,735000,Denver,CO,80202,2,2,2,1589,21780,Condo/Townhome/Row/H,Mb The Cherry Creek Team Llc,2017-03-16
1864-1866 W 41st Ave,,625000,Denver,CO,80211,4,2,2,1508,12632,Single Family Home,KELLER WILLIAMS REALTY DOWNTWN,2017-03-16
18660 E 42nd Pl,,259900,Denver,CO,80249,2,3,2,1519,5756,Single Family Home,Keller Williams Preferred Realty,2017-03-16
1875 S Steele St,,998000,Denver,CO,80210,5,4,2,3600,4214,Single Family Home,ADI Realty  LLC,2017-03-16
1875 S Washington St,,450000,Denver,CO,80210,1,1,1,497,3120,Single Family Home,Mile High Luxury Real Estate,2017-03-16
1885 S Sherman St,,920000,Denver,CO,80210,4,5,2,3276,3487,Condo/Townhome/Row/H,Cherry Creek Properties LLC,2017-03-16
1890 Wynkoop St,804,1050000,Denver,CO,80202,3,2,1,2048,,Condo/Townhome/Row/H,Urban Habitat,2017-03-16
1891 Curtis St,1507,891000,Denver,CO,80202,2,3,2,2213,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
1891 Curtis St,1504,850000,Denver,CO,80202,2,3,2,2295,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
1891 Curtis St,1707,1125000,Denver,CO,80202,2,3,2,2430,,Condo/Townhome/Row/H,Keller Williams Advantage Realty,2017-03-16
1891 Curtis St,1804,1199000,Denver,CO,80202,2,3,2,3115,,Condo/Townhome/Row/H,Kentwood Real Estate at Cherry Creek,2017-03-16
1895 S Niagara Way,,774900,Denver,CO,80224,6,5,3,5378,9490,Single Family Home,Elite Home Colorado,2017-03-16
18954 E 57th Pl,C,199999,Denver,CO,80249,2,3,2,1226,,Condo/Townhome/Row/H,ASSIST 2 SELL BUYERS & SELLERS,2017-03-16
190 Roslyn St Ste 1302,,439000,Denver,CO,80230,2,2,2,2049,,Condo/Townhome/Row/H,CENTURY 21 World Class  Inc.,2017-03-16
1901 W Elk Pl,,650000,Denver,CO,80211,,,,9370,,Land,RE/MAX Alliance,2017-03-16
1906 E 16th Ave,,424500,Denver,CO,80206,3,1.5,,1617,1019,Condo/Townhome/Row/H,Callaway Group Real Estate,2017-03-16
1908 N Hooker St,,520000,Denver,CO,80204,3,3,2,1554,,Condo/Townhome/Row/H,Steve deGuzman,2017-03-16
191 Clayton Ln,404,1750000,Denver,CO,80206,2,3,2,2724,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-16
1918 E 18th Ave,,400000,Denver,CO,80206,1,1,1,686,3148,Condo/Townhome/Row/H,Cherry Creek Properties LLC,2017-03-16
1920 E 18th Ave,,450000,Denver,CO,80206,1,1,1,773,3148,Condo/Townhome/Row/H,Cherry Creek Properties LLC,2017-03-16
1922 E 18th Ave,,450000,Denver,CO,80206,2,2,1,849,3148,Condo/Townhome/Row/H,Cherry Creek Properties LLC,2017-03-16
1922 Monaco Pkwy,,1175000,Denver,CO,80220,5,4,2,4629,13939,Single Family Home,LIV Sotheby's International Realty,2017-03-16
1925 Hooker St,,569900,Denver,CO,80204,2,3,2,1752,,Condo/Townhome/Row/H,Vanwest Real Estate Group  Llc,2017-03-16
1927 Hooker St,,519900,Denver,CO,80204,2,4,2,1584,,Condo/Townhome/Row/H,Vanwest Real Estate Group  Llc,2017-03-16
1927 Market St,2D,469999,Denver,CO,80202,1,1,1,1180,,Condo/Townhome/Row/H,JaxSun Properties,2017-03-16
1927 Market St,2C,499999,Denver,CO,80202,1,1,2,1180,,Condo/Townhome/Row/H,JaxSun Properties,2017-03-16
1933 Hooker St,,534900,Denver,CO,80204,2,3,2,1639,,Condo/Townhome/Row/H,Vanwest Real Estate Group  Llc,2017-03-16
1947 W 34th Ave,,788000,Denver,CO,80211,3,3,2,2221,,Condo/Townhome/Row/H,Generator Real Estate  Llc,2017-03-16
19470 E 54th Pl,,489900,Denver,CO,80249,3,3,3,2599,6510,Single Family Home,RE/MAX Momentum,2017-03-16
1950 E Amherst Ave,,629000,Denver,CO,80210,3,2,3,1541,7720,Single Family Home,Fathom Realty Colorado Llc,2017-03-16
1950 N Logan St,404,469000,Denver,CO,80203,2,2,1,1071,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-16
1950 S Acoma St,,380000,Denver,CO,80223,1,1,2,628,3125,Single Family Home,Brokers Guild Classic,2017-03-16
1950 Verbena St,,249000,Denver,CO,80220,2,1,5,778,6250,Single Family Home,KEY Real Estate Group  LLC,2017-03-16
1955 W 34th Ave,,979000,Denver,CO,80211,3,3,2,2634,,Condo/Townhome/Row/H,Generator Real Estate  Llc,2017-03-16
1957 W 34th Ave,,959000,Denver,CO,80211,3,3,2,2724,,Condo/Townhome/Row/H,Red Chair Realty Advisors  LLC,2017-03-16
19589 Randolph Pl,,315000,Denver,CO,80249,3,3,2,1731,2990,Single Family Home,Rhino Realty Pros,2017-03-16
1959 W 34th Ave,13,951000,Denver,CO,80211,3,3,2,2656,,Condo/Townhome/Row/H,Red Chair Realty Advisors  LLC,2017-03-16
1966 W 67th Pl,,769105,Denver,CO,80221,3,4,2,3698,3795,Single Family Home,RE/MAX OF CHERRY CREEK  INC.,2017-03-16
1975 W 67th Pl,,632500,Denver,CO,80221,4,3.5,2,3459,6890,Single Family Home,Coldwell Banker Residential Brokerage - Boulder,2017-03-16
19768 E 41st Ave,,389900,Denver,CO,80249,4,4,2,2926,5130,Single Family Home,HOME REAL ESTATE,2017-03-16
1991 E Alameda Ave,6,6250000,Denver,CO,80209,5,9,3,11716,15682,Single Family Home,LIV Sotheby's International Realty,2017-03-16
